name,price,stock_quantity,category,image_url
"Sukin Organics Moisture Restoring Night Cream, 4.06 Fl. Oz.",12.79,64,Skin Care Products,https://m.media-amazon.com/images/I/61zHVX81f9L._AC_UL320_.jpg
"Hooded Rain Poncho for Adult with Pocket, Waterproof Lightweight Unisex Raincoat for Hiking Camping Emergency",16.95,60,Men's Clothing,https://m.media-amazon.com/images/I/61nQuejTUGL._AC_UL320_.jpg
"Grande Cosmetics GrandeFANATIC Fanning and Curling Mascara, 0.37 oz.",25.00,146,Makeup,https://m.media-amazon.com/images/I/51CEegrpbPL._AC_UL320_.jpg
"Juice Beauty GREEN APPLE Firming Peptide Body Moisturizer Lotion, Antioxidant-Rich Green Apple, Peptides, Brightens and Firms Skin, Deeply Hydrating and Non-Greasy Formula - 8 fl oz",25.00,35,Skin Care Products,https://m.media-amazon.com/images/I/61NFQZIuRwL._AC_UL320_.jpg
"VASAGLE Slim Rolling Cart, 5-Tier Storage Cart, Narrow Cart with Handle, 8.7 Inches Deep, Metal Frame, for Kitchen, Dining Room, Living Room, Home Office, Rustic Brown and Black ULRC035B01",48.99,138,Furniture,https://m.media-amazon.com/images/I/813JIFaVQ3L._AC_UL320_.jpg
Women's Elastic Chelsea Boots Chunky Block Heel Platform Lug Sole Ankle Booties,44.99,119,Women's Shoes,https://m.media-amazon.com/images/I/71FVc143-uL._AC_UL320_.jpg
Buddha Teas - Holy Basil - Organic Herbal Tea - For Cognitive Balance & Overall Health - Ayurvedic Tulsi - With Antioxidants - Caffeine Free - 100% Kosher & Non-GMO - 18 Tea Bags (Pack of 1),8.97,79,Kitchen & Dining,https://m.media-amazon.com/images/I/61GveOpU+jL._AC_UL320_.jpg
Status Audio Between Pro True Wireless Earbuds - Small Charging Case - 4 Microphones - Hybrid Triple Driver - 12 + 36 Hour Battery - Bluetooth 5.2 - Noise-Isolating Fit - IPX5 Water Resistant Ear Buds,98.99,28,Headphones & Earbuds,https://m.media-amazon.com/images/I/61iWcvInr9L._AC_UL320_.jpg
"Treela 20 Pieces Acrylic Shoe Wall Shelf Floating Shoe Display Shelf Easy to Install Sneaker Shelves Wall Mounted for Collectible Collections, Includes Cross Screws, Expansion Tubes (Clear, Medium)",35.99,60,Furniture,https://m.media-amazon.com/images/I/71YSWrDf18L._AC_UL320_.jpg
"Imperative Décor Floating Wall Shelves Set of 2 - Functional & Rustic Wooden Shelve for Home Furnishing, Bathroom, Kitchen, & Farmhouse - USA Handmade (Light Walnut, 24 Inch Long x 5.5 Inch)",49.97,3,Home Decor Products,https://m.media-amazon.com/images/I/71rdhTN0EzL._AC_UL320_.jpg
"Chiller Series 48qt Insulated Portable Cooler, Ice Retention Hard Cooler with Heavy Duty Handles",39.99,87,Outdoor Recreation,https://m.media-amazon.com/images/I/71ZhvfATjrL._AC_UL320_.jpg
Fisher-Price Laugh & Learn Baby Learning Toy Smart Stages Piggy Bank With Music & Phrases For Infant To Toddler Ages 6+ Months,15.99,63,Learning & Education Toys,https://m.media-amazon.com/images/I/61tqXcb2goL._AC_UL320_.jpg
"Nxtrnd XTD Scrunch Football Socks, Extra Long Padded Sport Socks for Men & Boys",19.95,11,Men's Clothing,https://m.media-amazon.com/images/I/713L27KDkeL._AC_UL320_.jpg
Women's Boston Clogs Adjustable Buckle Slip on Cork Footbed Home Clog Slippers,38.99,59,Women's Shoes,https://m.media-amazon.com/images/I/71FUVLEythL._AC_UL320_.jpg
Thermaltake Toughpower GF1 850W 80+ Gold SLI/ CrossFire Ready Ultra Quiet 140mm Hydraulic Bearing Smart Zero Fan Full Modular Power Supply 10 Year Warranty PS-TPD-0850FNFAGU-1,107.72,55,Computer Components,https://m.media-amazon.com/images/I/71EBGPzoYkL._AC_UL320_.jpg
"[2 Pack]Mini Portable Charger for iPhone 5200mAh,20W Fast Charging Power Bank for iPhone,Compact Battery Pack,Travel Portable Phone Charger Compatible with iPhone 14/14 Pro Max/13/12/11/X/8/7/6 Plus..",39.95,80,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71pFQWYjnCL._AC_UL320_.jpg
Women's Fuzzy Memory Foam Slippers Fluffy Winter House Shoes Indoor and Outdoor,19.99,65,Women's Shoes,https://m.media-amazon.com/images/I/71fnIod1SqL._AC_UL320_.jpg
"Nulaxy Dual Folding Cell Phone Stand, Fully Adjustable Foldable Desktop Phone Holder Cradle Dock Compatible with Phone 14 13 12 11 Pro Xs Xs Max Xr X 8, Nintendo Switch, All Phones",8.99,86,Cell Phones & Accessories,https://m.media-amazon.com/images/I/61srjyM7TFL._AC_UL320_.jpg
"Gigabyte GeForce RTX 4060 AERO OC 8G Graphics Card, 3X WINDFORCE Fans, 8GB 128-bit GDDR6, GV-N4060AERO OC-8GD Video Card",324.99,79,Computer Components,https://m.media-amazon.com/images/I/71exYzoMrqL._AC_UL320_.jpg
"Selfie Stick Long Pole (118""/3M) Carbon Fiber Waterproof Dive Extension Monopod for GoPro Max Go Pro Hero 12 11 10 9 8 7 6 DJI Action 3 4 Insta360 X3 GO 3 Bike Motorcycle Cycling Accessories",45.99,3,Camera & Photo,https://m.media-amazon.com/images/I/515cAbnS5gL._AC_UL320_.jpg
"279838 Dryer Heating Element, 3392519 & 3977393 Thermal Fuse, 3977767 & 3387134 Clothes Dryer Replacement Parts Compatible, Whirlpool Kenmore Roper Amana",25.99,143,Home Appliances,https://m.media-amazon.com/images/I/71l60ULS1nL._AC_UL320_.jpg
Small Gold Huggie Hoop Earrings Set for Women 14K Real Gold Plated Hypoallergenic Lightweight Earrings for Sensitive Ears Everyday Earrings for Cartilage Piercings 6mm/8m/10mm/12mm(4 Pair),13.49,114,Women's Jewelry,https://m.media-amazon.com/images/I/610iyY4kvvL._AC_UL320_.jpg
"LEGO DUPLO Town Truck & Tracked Excavator Construction Vehicle 10931 Toy for Toddlers 2-4 Years Old Girls & Boys, Fine Motor Skills Development and Learning Toy",15.99,140,Toys & Games,https://m.media-amazon.com/images/I/819cX0+kuLL._AC_UL320_.jpg
"Seat Cushion, Lumbar Support Pillow with Adjustable Strap-Chair Cushions for Sciatica Pain Relief-with Washable Cover Memory Foam for Car, Travel and Wheelchair-Black",29.99,134,Bedding,https://m.media-amazon.com/images/I/71WIaB4l9+L._AC_UL320_.jpg
"SAMSUNG Galaxy Buds 2 Pro True Wireless Bluetooth Earbuds w/ Noise Cancelling, Hi-Fi Sound, 360 Audio, Comfort Ear Fit, HD Voice, Conversation Mode, IPX7 Water Resistant, US Version, Graphite",179.45,99,Headphones & Earbuds,https://m.media-amazon.com/images/I/51146mqL2nL._AC_UL320_.jpg
"Epionce Renewal Eye Cream: Anti-Aging, Dark Circles & Puffiness, Hyaluronic Acid, Under Eye Brightener",55.00,20,Skin Care Products,https://m.media-amazon.com/images/I/418ru2UVszL._AC_UL320_.jpg
"Swann Add-On DVR Bullet Security Camera System with Sensor Spotlight, 1080p Full HD Video, Indoor or Outdoor Design, Dusk to Dawn Color Night Vision Plus True Detect™ Heat and Motion Detection",59.99,70,Camera & Photo,https://m.media-amazon.com/images/I/71Yb6ht2-zL._AC_UL320_.jpg
"Vaseline Intensive Care Body Lotion for Dry Skin Cocoa Radiant Lotion Made with Ultra-Hydrating Lipids and Pure Cocoa Butter for a Long-Lasting, Radiant Glow 20.3 oz",7.49,95,Skin Care Products,https://m.media-amazon.com/images/I/71pBE5pYr4L._AC_UL320_.jpg
"Enzymatic Teeth Whitening Toothpaste, SLS-Free, Fluoride-Free, Non-Foaming (Mild Mint 4.41 Ounce)",28.00,72,Beauty & Personal Care,https://m.media-amazon.com/images/I/51rDoHshN-L._AC_UL320_.jpg
Boob Tape Boobtape for Breast Lift | Includes Nipple Covers | Body Tape for Push up & Shape | Works Great with Sticky Bra Backless Bra or Strapless Bra | Waterproof Sweat-Proof Bob Tape,9.95,20,Women's Clothing,https://m.media-amazon.com/images/I/61FvQ-qnxrL._AC_UL320_.jpg
Jet Set Travel Signature PVC Medium Logo Chain Crossbody Flight Bag,79.01,19,Women's Handbags,https://m.media-amazon.com/images/I/71vTbo1+0OL._AC_UL320_.jpg
Xbox Series S – 512GB SSD All-Digital Gaming Console – 1440p Gaming – 4K Streaming – Robot White,298.00,139,Video Games,https://m.media-amazon.com/images/I/61f1agMOeTL._AC_UY218_.jpg
"5 Pairs Stud Earrings Set, Hypoallergenic Cubic Zirconia 316L Earrings Stainless Steel CZ Earrings 3-8mm, Rose Gold",9.99,114,Women's Jewelry,https://m.media-amazon.com/images/I/61Bo7RLeiTL._AC_UL320_.jpg
Mario Kart 8 Deluxe - US Version,48.58,11,Video Games,https://m.media-amazon.com/images/I/81mqZx5X1XL._AC_UY218_.jpg
"Stackable Rolling Egg Container for Refrigerator 36 Count,Large Capacity Egg Holder for Refrigerator Plastic, Fridge Egg Organizer for Refrigerator Egg Storage",16.99,28,Home Appliances,https://m.media-amazon.com/images/I/61PuaDk-xDL._AC_UL320_.jpg
Wireless Earbuds Bluetooth Headphones 60H Playtime Ear Buds with LED Power Display Charging Case Earphones in-Ear Earbud with Microphone for Android Cell Phone Gaming Computer Laptop Sport Black,25.49,78,Cell Phones & Accessories,https://m.media-amazon.com/images/I/613+h5iz9VL._AC_UL320_.jpg
"Yecuce Castor Oil for Hair Growth,Organic One Single Ingredient Cold Pressed Castor Oil,Stimulate Thicker Fuller Hair Eyelashes Eyebrows Growth Serum,Scalp Face Body Skin Nail Moisturizer for Unisex",9.99,85,Skin Care Products,https://m.media-amazon.com/images/I/71dNfbsGd7L._AC_UL320_.jpg
ASUS Powerful Blu-ray Drive with 16x Writing Speed and USB 3.0 for Both Mac/PC Optical Drive BW-16D1X-U,124.99,21,Computer Components,https://m.media-amazon.com/images/I/81mvgtIwSaL._AC_UL320_.jpg
Women's Tasman Slipper,109.95,150,Women's Shoes,https://m.media-amazon.com/images/I/811ATBGES0L._AC_UL320_.jpg
"BORDSTRACT 1100PCS Interdental Toothpicks, Dental Picks Plastic Toothpicks, with Clear Case Safe Sturdy Teeth Stick Double Head Teeth Cleaning Tool(Green)",12.79,30,Beauty & Personal Care,https://m.media-amazon.com/images/I/71+IbKSO6XL._AC_UL320_.jpg
Final Fantasy VII Rebirth - Deluxe Edition (PS5),99.99,44,Video Games,https://m.media-amazon.com/images/I/71KaA1wvwZL._AC_UY218_.jpg
"Maksutov-Cassegrain Telescope for Adults Kids Astronomy Beginners, Sarblue Mak60 Catadioptric Compound Telescope 750x60mm, Compact Portable Travel Telescope, with Tabletop Tripod Phone Adapter",129.99,57,Camera & Photo,https://m.media-amazon.com/images/I/518prISXPdL._AC_UL320_.jpg
"EASELAND King Size Mattress Pad Pillow Top Mattress Cover Quilted Fitted Mattress Protector Cotton 8-21"" Deep Pocket Cooling Topper (78x80 Inches, White)",49.11,18,Bedding,https://m.media-amazon.com/images/I/61+GRc9EwgL._AC_UL320_.jpg
PlayStation DualSense Wireless Controller – Midnight Black,69.00,21,Video Games,https://m.media-amazon.com/images/I/61O9tWR6WDS._AC_UY218_.jpg
Official Renaissance World Tour Merch Disco Cowboy Hat T-Shirt,40.00,9,Men's Clothing,https://m.media-amazon.com/images/I/71Uxhfi5KQL._AC_UL320_.jpg
PlayStation 5 Console (PS5),499.99,96,Video Games,https://m.media-amazon.com/images/I/51eOztNdCkL._AC_UY218_.jpg
"Ascher USB Rechargeable Bike Light Set,Super Bright Front Headlight and Rear LED Bicycle Light,650mah Lithium Battery,4 Light Mode Options(2 USB Cables and 4 Strap Included)",15.99,71,Outdoor Recreation,https://m.media-amazon.com/images/I/61xNcnVAjQL._AC_UL320_.jpg
"Cookie Cutters 4"" to 3"" Set of 6 Mickey & Minnie Mouse Unicorn Dinosaur Heart Star Hot Biscuit Cake Fondant Pancake Cutter Mold for Kids Children Holiday Celebration Birthday Party",7.79,83,Kitchen & Dining,https://m.media-amazon.com/images/I/51t938yOPEL._AC_UL320_.jpg
"Highwings 8K@60 HDMI Cable 10FT/3M, 48Gbps 2.1 High Speed HDMI Braided Nylon 4K120 144Hz RTX 3090 eARC HDR10 4:4:4 HDCP 2.2&2.3 Compatible for PS5, PS4, UHD TV and PC",14.99,46,Home Audio & Theater Products,https://m.media-amazon.com/images/I/71GlSSNBWQL._AC_UL320_.jpg
"Clear Delicate Crossbody Purse Bag, Stadium Approved Transparent Bag for Festivals, Sports Events, Small Concerts Bag",11.99,100,Women's Handbags,https://m.media-amazon.com/images/I/71k9jvoKa2L._AC_UL320_.jpg
The Legend of Zelda: Tears of the Kingdom - Nintendo Switch (US Version),59.49,100,Video Games,https://m.media-amazon.com/images/I/91hN+j+G7LL._AC_UY218_.jpg
"Cupcake Stand Tower, 2 Pack, White, 3 Tiered, Cup Cake Stand Cardboard Dessert Holder for Parties (White)",11.99,3,Kitchen & Dining,https://m.media-amazon.com/images/I/71lIxhnh4GL._AC_UL320_.jpg
"Aigostar Electric Kettle Temperature Control & Tea Infuser 1.7L, Hot Water Tea Kettle with Variable Temperature LED Indicator Light Change Auto Shut-Off",34.99,114,Kitchen & Dining,https://m.media-amazon.com/images/I/71kpP0gHMSL._AC_UL320_.jpg
"iHaHa Airplane Toys with Toy Car Track Set, Airplane Toys for 2+ 3 Year Old, Garage Parking Lot Playset with 14 Road Signs 4 Inertial Cars 1 Map, Toddler Boy Toys Birthday Gift for 2 3 4 5 6 Years Old",32.99,70,Toys & Games,https://m.media-amazon.com/images/I/81jRSO1jg8L._AC_UL320_.jpg
"Bedsure Twin XL Mattress Pad Dorm Bedding - Soft Mattress Cover for College, Extra Long Twin Quilted Mattress Protector with Deep Pocket Fits up to 21"", Breathable Fluffy Pillow Top (White, 39""x80"")",25.49,149,Bedding,https://m.media-amazon.com/images/I/81dTkiWb-WL._AC_UL320_.jpg
Unicorn Overlord: Collector's Edition - Nintendo Switch,129.99,46,Video Games,https://m.media-amazon.com/images/I/81YKKeW9USL._AC_UY218_.jpg
"QuTZ ABC Learning Flash Cards for Toddlers 2-4, Autism Toys, Speech Therapy Toys, Educational Talking Flash Cards Kindergarten for Boys and Girls, 248 Sight Words Blue",27.89,146,Learning & Education Toys,https://m.media-amazon.com/images/I/71445mlARIL._AC_UL320_.jpg
"Viking Revolution Skin Toner for Men, Facial Toner Spray for Mens Face Care, Toner for Face - Hydrating Toner for Oily Skin, Balancing Toner for Sensitive Skin - Natural Facial Toner for Men (8oz)",9.88,128,Skin Care Products,https://m.media-amazon.com/images/I/71ErrhrpOPL._AC_UL320_.jpg
"USB C GaN Charger 30W, Anker 511 Charger (Nano 3), PIQ 3.0 Foldable PPS Fast Charger for iPhone 15/15 Pro/14/14 Pro Max/13, Galaxy, iPad (Cable Not Included)-Phantom Black",19.99,35,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71ykbhPo7uL._AC_UL320_.jpg
"SAMSUNG HW-C450 2.1ch Soundbar w/DTS Virtual X, Subwoofer Included, Bass Boost, Adaptive Sound Lite, Game Mode, Bluetooth, Wireless Surround Sound Compatible (Newest Model),Black",167.99,124,Home Audio & Theater Products,https://m.media-amazon.com/images/I/61jQT2fEYWL._AC_UL320_.jpg
Ailun Privacy Screen Protector for iPhone 12 Pro Max 2020 [6.7 Inch] 2Pack Anti Spy Private Case Friendly Tempered Glass [Black][2 Pack],8.98,56,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71XmQh5SPML._AC_UL320_.jpg
"BuzzPatch Mosquito Patch Stickers for Kids (60 Pack) - The Original All Natural Citronella Essential Oil Insect Patch, Plant Based Ingredients, Non-Toxic, DEET Free, for Toddlers, Kids",14.95,88,Outdoor Recreation,https://m.media-amazon.com/images/I/81mTAbt70aL._AC_UL320_.jpg
"Heart Shaped Ring Gift Box with LED Light, Velvet Earrings Jewelry Case with Light, Jewellry Display Box for Wedding, Engagement, Proposal, Birthday and Anniversary (Black)",7.99,98,Home Decor Products,https://m.media-amazon.com/images/I/61MtDPSZphS._AC_UL320_.jpg
Sanrio Hello Kitty Halloween Cosplay Womens Double Strap Shoulder Bag Purse,89.99,31,Women's Handbags,https://m.media-amazon.com/images/I/81xwxFfF2VL._AC_UL320_.jpg
Iron Flask Water Bottle Cleaning Scrubbing Brush,10.95,59,Outdoor Recreation,https://m.media-amazon.com/images/I/51v0b8PDopL._AC_UL320_.jpg
"V8 Bluetooth Headphones, 80 Hours Playtime Wireless Headphones with Deep Bass,Lightweight Foldable Headphones Built-in Mic,HiFi Stereo Sound for Travel Work Laptop PC Cellphone",18.89,113,Cell Phones & Accessories,https://m.media-amazon.com/images/I/718b3te4OqL._AC_UL320_.jpg
Women's Disquette Slipper,109.95,129,Women's Shoes,https://m.media-amazon.com/images/I/81GKFLAbaAS._AC_UL320_.jpg
GIGABYTE B550 UD AC (AM4/ AMD/ B550/ ATX/Dual M.2/ SATA 6Gb/s/USB 3.2 Gen 2/ Intel 802.11a/b/g/n/ac/Realtek GbE LAN/PCIe 4.0/ Motherboard),119.99,64,Computer Components,https://m.media-amazon.com/images/I/71Y2xh0nQHL._AC_UL320_.jpg
Bodysuit for Women Tummy Control Shapewear Seamless Sculpting Thong Body Shaper Tank Top,37.99,21,Women's Clothing,https://m.media-amazon.com/images/I/71EPHz3fArL._AC_UL320_.jpg
"VONLUCE Foot Stool, Small Foot Rest for Couch, 16"" H Vintage Upholstered Tufted Stool with Cushion Wood Frame for Dining Living Room Entryway, Makeup Vanity Stool Step Stool, Beige",59.99,57,Furniture,https://m.media-amazon.com/images/I/61H42dc9Q2L._AC_UL320_.jpg
Sweater Sets Women 2 Piece Lounge Sets Short Sleeve Knit Pullover Tops Wide Leg Pants,36.54,142,Women's Clothing,https://m.media-amazon.com/images/I/71hn76ZYwsL._AC_UL320_.jpg
Unisex Everyday Cushion Crew 3 Pair,17.99,38,Men's Clothing,https://m.media-amazon.com/images/I/71XHPuLiHVL._AC_UL320_.jpg
"Double Sided Tape for Fashion, Clothing and Body (50 Strip Pack) | All Day Strength Tape Adhesive and Gentle on Skin and Fabrics | Transparent Clear Color for All Skin Shades",12.99,28,Women's Clothing,https://m.media-amazon.com/images/I/71R5KCBtizL._AC_UL320_.jpg
"Shankara Anti-Age Vitamin C Serum for Face - Herbal Anti Aging Serum Hydrating Formulation, Naturally Nourishes & Rejuvenates Skin, For Face Care and Neck Area (30ml)",74.99,24,Skin Care Products,https://m.media-amazon.com/images/I/71rbc1zt7JL._AC_UL320_.jpg
Anti-Theft Heritage Crossbody Bag,39.99,111,Women's Handbags,https://m.media-amazon.com/images/I/91C1yUEq-fL._AC_UL320_.jpg
"American Metalcraft HACTP16 Coupe Style Pan, Heavy Weight, 14 Gauge Thickness, 16"" Dia., Aluminum, Silver",7.80,68,Kitchen & Dining,https://m.media-amazon.com/images/I/61lVPffpNtL._AC_UL320_.jpg
100Pcs Orthodontic Rotation Wedges Ligature Rotary Pad Dental Elastic Rubber Bands (Clear),13.66,144,Beauty & Personal Care,https://m.media-amazon.com/images/I/61xfvzK+4TL._AC_UL320_.jpg
"VCE HDMI 90 and 270 Degree Adapter 2-Pack, Right Angle HDMI Male to Female L Adapter Connector 3D&4K Supported",6.99,60,Home Audio & Theater Products,https://m.media-amazon.com/images/I/51SR6cgljkL._AC_UL320_.jpg
Leather Wallets for Women RFID Blocking Zipper Pocket Small Bifold Wallet Card Case,27.99,32,Women's Handbags,https://m.media-amazon.com/images/I/61xeZ78utXL._AC_UL320_.jpg
"VASAGLE Echo Collection Bar Stools Set of 2, Kitchen Counter Stools, Breakfast Stools, Synthetic Leather with Stitching, 24.8-Inch Tall, Home Bar Dining Room, Easy Assembly, Forest Green ULBC080C01",99.99,118,Furniture,https://m.media-amazon.com/images/I/71l0f-knFUL._AC_UL320_.jpg
"Men's Crew T-Shirts, Multipack, Style G1100",18.99,111,Men's Clothing,https://m.media-amazon.com/images/I/61Zf5AAGPWL._AC_UL320_.jpg
Home Acre Designs Vintage Farmhouse Utensil Holder - Stylish Countertop Organizer and Kitchen Decor Caddy - Stainless Steel Rim - White,14.99,132,Kitchen & Dining,https://m.media-amazon.com/images/I/61uuNH5MWRS._AC_UL320_.jpg
Women's Classic Mini II Winter Boot,159.95,30,Women's Shoes,https://m.media-amazon.com/images/I/717tN5NpFmL._AC_UL320_.jpg
"Edifier MR4 Powered Studio Monitor Speakers, 4"" Active Near-Field Monitor Speaker - White (Pair)",129.99,9,Home Audio & Theater Products,https://m.media-amazon.com/images/I/51N0VF1L7uL._AC_UL320_.jpg
"ROSE GOLD 2 In 1 Matte Lipstick & Liquid Lipstick, Matte Finish, Nude, Full Color Lipstick, Long Lasting Waterproof Velvet Lip Gloss (04)",6.99,14,Makeup,https://m.media-amazon.com/images/I/618TN+rFEpL._AC_UL320_.jpg
14K Gold Convertible Link Earrings for Women | Paperclip Link Chain Earrings | Drop Dangle Earrings,13.95,32,Women's Jewelry,https://m.media-amazon.com/images/I/61A1q3UzjKL._AC_UL320_.jpg
"SAMSUNG Galaxy Tab S6 Lite 10.4"" 64GB Android Tablet, S Pen Included, Slim Metal Design, AKG Dual Speakers, Long Lasting Battery, US Version, 2020, Oxford Gray",241.82,124,Computers & Tablets,https://m.media-amazon.com/images/I/51bia84JhhL._AC_UL320_.jpg
"Utopia Bedding Bed Pillows for Sleeping Queen Size (White), Set of 2, Cooling Hotel Quality, Gusseted Pillow for Back, Stomach or Side Sleepers",26.99,61,Bedding,https://m.media-amazon.com/images/I/61txMSeT2yL._AC_UL320_.jpg
BEIYANG 2 PCS Photo Backdrop Boards with 2 PCS Brackets for Flat Lay or Food Photography Background,49.99,145,Camera & Photo,https://m.media-amazon.com/images/I/71XRtHnTIgL._AC_UL320_.jpg
Revolution Good Vibes Chilled Bomb Lip Oil,7.00,148,Skin Care Products,https://m.media-amazon.com/images/I/71MSFAzqssL._AC_UL320_.jpg
"RORSOU R10 Kids Headphones with Microphone, Lightweight Folding Stereo Bass Headphones with 1.5M No-Tangle Cord, Portable Wired Headphones for Smartphone Tablet Computer MP3 / 4 (Black)",14.99,144,Cell Phones & Accessories,https://m.media-amazon.com/images/I/61z-rTknwVS._AC_UL320_.jpg
MARVEL’S SPIDER-MAN 2 – PS5 Launch Edition,69.99,71,Video Games,https://m.media-amazon.com/images/I/81VGpLvXQuL._AC_UY218_.jpg
"Colourpop 'Witching Hour' Shadow Palette! Hocus Pocus Coven Crew Eyeshadow Palette - Full Size - New in Box, Blue",25.04,144,Makeup,https://m.media-amazon.com/images/I/91pAtzxeAKL._AC_UL320_.jpg
"JBL Tune 710BT Wireless Over-Ear Bluetooth Headphones with Microphone, 50H Battery, Hands-Free Calls, Portable (Blue)",64.95,140,Headphones & Earbuds,https://m.media-amazon.com/images/I/61WaMevsRHS._AC_UL320_.jpg
mens Hvc,57.99,74,Men's Shoes,https://m.media-amazon.com/images/I/51R8w-WqxjL._AC_UL320_.jpg
"Men's Bag Cotton Quarter Cut Socks (6 Pack) (Large (shoe size 8-12), White)",28.00,26,Men's Clothing,https://m.media-amazon.com/images/I/61s56LFS5oL._AC_UL320_.jpg
"ComfyBrace Night Wrist Sleep Support Brace- Fits Both Hands - Cushioned to Help With Carpal Tunnel and Relieve and Treat Wrist Pain, (2 Pack/Night Brace, One Size Fits All) (Pack of 2)",15.97,105,Outdoor Recreation,https://m.media-amazon.com/images/I/71XXkEyp0VL._AC_UL320_.jpg
"Sound+Sleep SE Special Edition High Fidelity Sleep Sound Machine with Real Non-Looping Nature Sounds, Fan Sounds, White, Pink & Brown Noise",109.95,131,Home Decor Products,https://m.media-amazon.com/images/I/71WNox46UpL._AC_UL320_.jpg
Golf 2021 Supersoft Golf Balls (One Dozen),24.97,141,Sports & Fitness,https://m.media-amazon.com/images/I/71I1Y36VShL._AC_UL320_.jpg
"Dainty Layered Choker Necklace, Handmade 14K Gold Plated Y Pendant Necklace Multilayer Bar Disc Necklace Adjustable Layering Choker Necklaces for Women",14.99,91,Women's Jewelry,https://m.media-amazon.com/images/I/51Y9MapedvL._AC_UL320_.jpg
"Camellia Extract Skin Care Sets, Skin Care Gift Set for Women Girls, Face Skin Care Routine Kit for Women, 5Pcs Skin Care Products Set with Cleanser,Mask, Face Serum",12.99,127,Skin Care Products,https://m.media-amazon.com/images/I/717jXjNAS8L._AC_UL320_.jpg
"EN-EL12 Battery Charger, LP Charger Compatible with Nikon Coolpix A1000, B600, AW130, AW110, AW100, A900, W300, S1200pj, S9900, S9700, S9500, S9400, S9300, S9200, S8200, S6300, S6200, S6100, S800C",13.98,58,Camera & Photo,https://m.media-amazon.com/images/I/715oLsE83ML._AC_UL320_.jpg
"Gotega External DVD Drive, USB 3.0 Portable +/-RW , DVD Player for CD ROM Burner Compatible with Laptop Desktop PC Windows Linux OS Apple Mac Black",19.99,110,Computer Components,https://m.media-amazon.com/images/I/61FN+08I9PL._AC_UL320_.jpg
Water Doodle Mat - Kids Painting Writing Color Doodle Drawing Mat Toy Bring Magic Pens Educational Toys for Age 2 3 4 5 6 7 Year Old Girls Boys Age Toddler Gift,25.99,39,Toys & Games,https://m.media-amazon.com/images/I/81yu8G68eTL._AC_UL320_.jpg
"Rug Turfting Carver Clippers with Shearing Guide, Low Noise Carpet Carving Tool Carpet Trimmer for Handmade Rug Clean and Tufted Carpet Rug, Naturewood",49.49,79,Home Decor Products,https://m.media-amazon.com/images/I/71+BgyafEML._AC_UL320_.jpg
"Queen Mattress Protector, Waterproof Bamboo Mattress Protector, Breathable and Noiseless Mattress Cover with 8-21 Deep Pocket, 60 x 80 Inch",14.99,87,Bedding,https://m.media-amazon.com/images/I/7125+SDFeWL._AC_UL320_.jpg
CORSAIR VENGEANCE DDR5 RAM 32GB (2x16GB) 5600MHz CL36 Intel XMP iCUE Compatible Computer Memory - Black (CMK32GX5M2B5600C36),94.99,136,Computer Components,https://m.media-amazon.com/images/I/71W0l9URZOL._AC_UL320_.jpg
Dri-Fit Training Cotton Cushioned Crew Socks 6 PAIR Black with White Signature Swoosh Logo) LARGE 8-12,24.00,25,Men's Clothing,https://m.media-amazon.com/images/I/81SoDwsqaxL._AC_UL320_.jpg
"Misxi 2 Pack Hard PC Case with Tempered Glass Screen Protector Compatible with Apple Watch Series 9 (2023) Series 8 Series 7 45mm, Ultra-Thin Scratch Resistant Cover for iWatch, Transparent",9.96,80,Cell Phones & Accessories,https://m.media-amazon.com/images/I/81wrA2x9f8L._AC_UL320_.jpg
Meta Quest 2 — Advanced All-In-One Virtual Reality Headset — 128 GB,299.00,93,Video Games,https://m.media-amazon.com/images/I/61tE7IcuLmL._AC_UY218_.jpg
"Amazon Basics In Ear Wired Headphones, Earbuds with Microphone No Wireless Technology, Black, 0.96 x 0.56 x 0.64in",9.04,14,Headphones & Earbuds,https://m.media-amazon.com/images/I/51xZdrJfCzL._AC_UL320_.jpg
"Sleeve Stars Ankle Brace for Women & Men, Plantar Fasciitis Relief & Ankle Compression Sleeve, Foot Brace w/Ankle Support Strap, Heel Protector Wrap for Pain, Tendonitis & Sprain (Single/Black)",18.95,83,Sports & Fitness,https://m.media-amazon.com/images/I/81Pfn6wYgJL._AC_UL320_.jpg
"Beauty Guru Vitamin C Under Eye Serum (Pack of 1) - Anti Aging Eye Roller with Sea Buckthorn Oil, Reduces Dark Circles and Puffiness, Plumps, Moisturizes and Brightens Skin (8ml)",8.90,35,Skin Care Products,https://m.media-amazon.com/images/I/71HYDBTRMOL._AC_UL320_.jpg
"4 Packs Cooling Towel (40""x 12""), Ice Towel, Microfiber Towel, Soft Breathable Chilly Towel Stay Cool for Yoga, Sport, Gym, Workout, Camping, Fitness, Running, Workout & More Activities (Multicolor)",9.99,20,Sports & Fitness,https://m.media-amazon.com/images/I/81Ug9nQpQIL._AC_UL320_.jpg
